,,,OMIE - Mercado de electricidad,Fecha Emisión :05/03/2024 - 13:55,Unnamed: 2,06/03/2024,Precios y volúmenes del mercado diario,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Fecha,Hora,Precio marginal en el sistema español (EUR/MWh),Precio marginal en el sistema portugués (EUR/MWh),Energía total de compra sistema español (MWh),Energía total de venta sistema español (MWh),Energía total de compra sistema portugués (MWh),Energía total de venta sistema portugués (MWh),Energía total de compra del mercado Ibérico (MWh),Energía total de venta del mercado Ibérico (MWh),Energía total con bilaterales del mercado Ibérico (MWh),
31/03/2023,17,"     0,19","     0,19","  22492,6","  27804,6","   7316,0","   4154,0","  29808,6","  31958,6","  37227,2",
31/03/2023,18,"     1,73","     1,73","  22273,1","  27528,6","   7215,0","   4109,5","  29488,1","  31638,1","  36941,2",
31/03/2023,19,"     4,16","     5,15","  21656,6","  26863,6","   6907,6","   3800,6","  28564,2","  30664,2","  35906,1",
31/03/2023,20,"    19,50","    19,50","  20837,4","  25729,4","   6470,2","   3678,2","  27307,6","  29407,6","  35390,1",
31/03/2023,21,"    32,75","    32,75","  21633,8","  25931,3","   6839,0","   4641,5","  28472,8","  30572,8","  36793,7",
31/03/2023,22,"    35,61","    35,61","  20220,6","  24645,9","   6953,8","   4628,5","  27174,4","  29274,4","  35412,3",
31/03/2023,23,"    32,50","    32,50","  19460,6","  23556,3","   6637,7","   4642,0","  26098,3","  28198,3","  34211,4",
31/03/2023,24,"    31,92","    31,92","  18242,5","  22255,6","   6193,0","   4279,9","  24435,5","  26535,5","  32021,8",
30/03/2023,1,"    35,00","    35,00","  13591,0","  17345,7","   5814,0","   2859,3","  19405,0","  20205,0","  29238,0",
30/03/2023,2,"    33,01","    40,00","  14034,7","  17234,7","   5349,1","   2949,1","  19383,8","  20183,8","  28645,2",
30/03/2023,3,"    33,00","    33,00","  13832,3","  16946,8","   5087,9","   2773,4","  18920,2","  19720,2","  27715,1",
30/03/2023,4,"    33,90","    33,90","  13690,7","  16613,2","   4926,3","   2803,8","  18617,0","  19417,0","  26612,7",
30/03/2023,5,"    33,90","    33,90","  13769,3","  16594,8","   4840,7","   2815,2","  18610,0","  19410,0","  26578,9",
30/03/2023,6,"    34,50","    34,50","  13479,2","  16267,4","   4821,7","   2833,5","  18300,9","  19100,9","  26399,0",
30/03/2023,7,"    45,00","    45,00","  13832,4","  16482,5","   4909,3","   3059,2","  18741,7","  19541,7","  28506,3",
30/03/2023,8,"    75,00","    75,00","  14666,6","  17179,7","   5024,2","   3311,1","  19690,8","  20490,8","  31589,8",
30/03/2023,9,"    91,00","    91,00","  15240,3","  17188,3","   5460,9","   4312,9","  20701,2","  21501,2","  33196,0",
30/03/2023,10,"    55,00","    55,00","  15352,2","  19379,0","   6532,7","   3305,9","  21884,9","  22684,9","  34931,5",
30/03/2023,11,"    33,01","    33,01","  19572,1","  23997,6","   6748,0","   3122,5","  26320,1","  27120,1","  36131,0",
30/03/2023,12,"    29,59","    29,59","  20987,5","  25472,6","   7131,5","   3446,4","  28119,0","  28919,0","  38061,2",
30/03/2023,13,"    12,93","    12,93","  21413,6","  25808,7","   7467,7","   3872,6","  28881,3","  29681,3","  38914,7",
30/03/2023,14,"     4,16","     4,16","  22426,1","  26386,0","   7331,7","   4171,8","  29757,8","  30557,8","  39720,0",
30/03/2023,15,"     4,00","     4,00","  22092,9","  25726,1","   7243,3","   4410,1","  29336,2","  30136,2","  39414,9",
30/03/2023,16,"     0,10","     0,10","  21594,5","  25072,8","   7216,4","   4538,1","  28810,9","  29610,9","  38794,7",
30/03/2023,17,"     0,10","     0,10","  21272,2","  24604,1","   7204,9","   4673,0","  28477,1","  29277,1","  38345,8",
30/03/2023,18,"     0,10","     0,10","  21106,6","  24498,4","   7221,5","   4629,7","  28328,1","  29128,1","  38298,2",
30/03/2023,19,"     4,16","     4,16","  20780,2","  24083,6","   7007,8","   4504,4","  27788,0","  28588,0","  37502,6",
30/03/2023,20,"    32,00","    32,00","  20261,6","  23632,6","   6797,3","   4226,3","  27058,9","  27858,9","  36822,6",
30/03/2023,21,"    46,00","    46,00","  18143,9","  21210,8","   7076,6","   4809,7","  25220,5","  26020,5","  36692,8",
30/03/2023,22,"    46,00","    46,00","  17878,8","  21064,3","   7190,8","   4805,3","  25069,6","  25869,6","  36466,4",
30/03/2023,23,"    33,90","    33,90","  17970,5","  21518,9","   6908,5","   4160,1","  24879,0","  25679,0","  34575,7",
30/03/2023,24,"    31,27","    31,27","  17464,9","  20879,2","   6665,6","   4051,3","  24130,5","  24930,5","  33265,8",
29/03/2023,1,"    98,53","    98,53","  15336,2","  18433,4","   5457,7","   2956,9","  20793,9","  21390,3","  28450,5",
29/03/2023,2,"    91,99","    91,99","  14552,0","  18608,9","   4957,1","   2718,2","  19509,1","  21327,1","  26686,0",
29/03/2023,3,"    92,00","    92,00","  14045,2","  17832,7","   4683,9","   2714,4","  18729,1","  20547,1","  25642,2",
29/03/2023,4,"    99,44","    99,44","  13643,2","  16445,0","   4475,2","   2866,1","  18118,4","  19311,1","  24895,0",
29/03/2023,5,"    98,34","    98,34","  13604,6","  16298,2","   4412,0","   2867,6","  18016,6","  19165,8","  24749,0",
29/03/2023,6,"    99,20","    99,20","  14096,2","  16025,4","   4394,4","   3223,5","  18490,6","  19248,9","  25349,9",
29/03/2023,7,"   100,49","   100,49","  15610,4","  17524,1","   4505,7","   3692,0","  20116,1","  21216,1","  27775,9",
29/03/2023,8,"   109,60","   109,60","  17804,9","  18762,9","   4949,8","   5091,8","  22754,7","  23854,7","  31486,7",
29/03/2023,9,"   121,87","   121,87","  18499,9","  19538,6","   5482,5","   5543,8","  23982,4","  25082,4","  33232,8",
29/03/2023,10,"    98,53","    98,53","  18114,9","  21480,7","   6160,4","   3894,6","  24275,3","  25375,3","  34230,3",
29/03/2023,11,"    50,15","    50,15","  19837,4","  23994,4","   6573,4","   3516,4","  26410,8","  27510,8","  36256,0",
29/03/2023,12,"    45,50","    45,50","  23922,5","  29028,5","   6857,0","   3651,0","  30779,5","  32679,5","  37960,4",
29/03/2023,13,"    29,59","    29,59","  24509,8","  29952,1","   7464,0","   3921,7","  31973,8","  33873,8","  39335,8",
29/03/2023,14,"    29,59","    29,59","  24882,3","  29879,2","   7292,2","   4195,3","  32174,5","  34074,5","  39654,5",
29/03/2023,15,"    11,35","    11,35","  24803,9","  29831,9","   7446,3","   4318,3","  32250,2","  34150,2","  39577,7",
29/03/2023,16,"     4,16","     4,16","  24244,2","  29513,7","   7753,1","   4433,6","  31997,3","  33947,3","  39355,6",
29/03/2023,17,"     4,16","     4,16","  23881,0","  28974,9","   7683,9","   4540,0","  31564,9","  33514,9","  38859,9",
29/03/2023,18,"     4,16","     4,16","  23863,1","  28944,6","   7673,5","   4542,0","  31536,6","  33486,6","  38726,0",
29/03/2023,19,"    14,00","    14,00","  23790,1","  27919,9","   7244,0","   4414,2","  31034,1","  32334,1","  37941,6",
29/03/2023,20,"    48,50","    48,50","  19465,0","  23268,5","   6638,6","   4135,1","  26103,6","  27403,6","  35766,9",
29/03/2023,21,"   102,28","   102,28","  19115,4","  21454,7","   6653,1","   5613,8","  25768,5","  27068,5","  35519,8",
29/03/2023,22,"   105,80","   105,80","  18790,1","  20895,3","   6762,6","   5957,4","  25552,7","  26852,7","  35394,2",
29/03/2023,23,"   101,50","   101,50","  17168,2","  19987,1","   6455,9","   4937,0","  23624,1","  24924,1","  32740,2",
29/03/2023,24,"    93,00","    93,00","  15457,0","  19160,3","   5989,4","   3586,1","  21446,4","  22746,4","  29764,2",
28/03/2023,1,"   131,77","   131,77","  15355,8","  17530,5","   5413,2","   4316,6","  20769,0","  21847,1","  28092,1",
28/03/2023,2,"   120,00","   120,00","  14793,6","  16582,5","   4949,6","   3037,0","  19743,2","  19619,5","  26545,2",
28/03/2023,3,"   114,80","   114,80","  14234,0","  15907,8","   5103,9","   2835,0","  19337,9","  18742,8","  25876,7",
28/03/2023,4,"   110,93","   110,93","  13986,7","  15333,7","   5145,4","   2599,1","  19132,1","  17932,8","  25545,9",
28/03/2023,5,"   105,16","   105,16","  13962,7","  15311,8","   5078,5","   2536,8","  19041,2","  17848,6","  25408,8",
28/03/2023,6,"   114,48","   114,48","  14358,4","  15873,7","   5075,5","   2928,2","  19433,9","  18801,9","  25952,7",
28/03/2023,7,"   130,00","   130,00","  15926,1","  17703,4","   4751,4","   4146,1","  20677,5","  21849,5","  28030,2",
28/03/2023,8,"   147,49","   147,49","  18106,3","  19123,5","   4961,5","   5294,3","  23067,8","  24417,8","  31488,7",
28/03/2023,9,"   155,11","   155,11","  19334,2","  20365,8","   5537,2","   5855,6","  24871,4","  26221,4","  33600,6",
28/03/2023,10,"   125,00","   125,00","  18512,8","  21844,5","   6159,8","   4178,1","  24672,6","  26022,6","  34450,1",
28/03/2023,11,"   116,70","   116,70","  19057,8","  22804,9","   6228,9","   3831,8","  25286,7","  26636,7","  34518,9",
28/03/2023,12,"   100,00","   100,00","  18936,5","  23591,7","   6181,6","   3376,4","  25118,1","  26968,1","  34401,6",
28/03/2023,13,"    89,00","    89,00","  19313,2","  23903,3","   6169,3","   3429,2","  25482,5","  27332,5","  34682,0",
28/03/2023,14,"    80,00","    80,00","  19164,2","  24279,2","   6634,7","   3369,7","  25798,9","  27648,9","  35126,5",
28/03/2023,15,"    72,87","    72,87","  19607,3","  24569,7","   6516,6","   3404,2","  26123,9","  27973,9","  35559,0",
28/03/2023,16,"    70,43","    70,43","  19099,2","  24523,7","   6605,4","   3380,9","  25704,6","  27904,6","  35216,3",
28/03/2023,17,"    70,43","    70,43","  18886,1","  24372,7","   6591,7","   3305,1","  25477,8","  27677,8","  34891,0",
28/03/2023,18,"    73,92","    73,92","  18001,1","  23647,6","   6563,8","   3117,3","  24564,9","  26764,9","  33732,7",
28/03/2023,19,"    88,00","    88,00","  17355,6","  22007,4","   6085,7","   3083,9","  23441,3","  25091,3","  32579,0",
28/03/2023,20,"   128,92","   128,92","  17998,9","  20982,2","   6228,0","   4894,7","  24226,9","  25876,9","  33426,6",
28/03/2023,21,"   160,00","   160,00","  19986,1","  19515,9","   6657,1","   6550,5","  26643,2","  26066,4","  35979,7",
28/03/2023,22,"   140,01","   140,01","  19675,6","  18619,0","   6763,9","   5323,5","  26439,5","  23942,5","  35917,0",
28/03/2023,23,"   127,30","   127,30","  17814,5","  17806,9","   6443,9","   4837,2","  24258,4","  22644,1","  33077,8",
28/03/2023,24,"   113,54","   113,54","  16040,5","  17221,2","   5948,9","   3603,3","  21989,4","  20824,5","  29986,6",
27/03/2023,1,"    96,00","    96,00","  14453,3","  17822,2","   4884,8","   2534,1","  19338,1","  20356,3","  26598,7",
27/03/2023,2,"    94,15","    94,15","  13908,9","  17553,3","   4566,0","   2380,1","  18474,9","  19933,4","  25294,5",
27/03/2023,3,"    87,48","    87,48","  13108,3","  17088,9","   4315,0","   1919,8","  17423,3","  19008,7","  23963,3",
27/03/2023,4,"    83,99","    83,99","  12735,9","  16724,0","   4159,6","   1812,9","  16895,5","  18536,9","  23320,9",
27/03/2023,5,"    84,90","    84,90","  12753,9","  16756,3","   4104,7","   1873,9","  16858,6","  18630,2","  23265,9",
27/03/2023,6,"    97,18","    97,18","  13281,4","  16619,4","   4127,3","   2762,8","  17408,7","  19382,2","  23993,6",
27/03/2023,7,"   112,90","   112,90","  15402,0","  17824,3","   4289,8","   4067,5","  19691,8","  21891,8","  27170,0",
27/03/2023,8,"   140,00","   140,00","  17615,5","  19274,1","   4790,2","   5331,6","  22405,7","  24605,7","  30567,0",
27/03/2023,9,"   153,77","   153,77","  19017,7","  20499,0","   5453,3","   5656,2","  24471,0","  26155,2","  32819,4",
27/03/2023,10,"   123,33","   123,33","  18850,9","  22142,2","   6137,2","   5045,9","  24988,1","  27188,1","  34131,9",
27/03/2023,11,"    94,15","    94,15","  19457,3","  23959,0","   6330,9","   3529,2","  25788,2","  27488,2","  34668,6",
27/03/2023,12,"    70,10","    70,10","  20356,8","  25463,1","   6335,8","   2929,5","  26692,6","  28392,6","  35247,6",
27/03/2023,13,"    69,92","    69,92","  20748,4","  26155,8","   6561,6","   2854,2","  27310,0","  29010,0","  35980,8",
27/03/2023,14,"    68,87","    68,87","  20978,5","  26225,0","   6367,3","   2820,8","  27345,8","  29045,8","  36038,3",
27/03/2023,15,"    68,15","    68,15","  20882,3","  26169,2","   6448,9","   2862,0","  27331,2","  29031,2","  36035,0",
27/03/2023,16,"    49,25","    49,25","  20984,7","  25778,3","   7131,9","   3138,3","  28116,6","  28916,6","  36812,3",
27/03/2023,17,"    49,25","    49,25","  20477,1","  25212,1","   6970,1","   3035,1","  27447,2","  28247,2","  36009,5",
27/03/2023,18,"    66,43","    66,43","  20070,0","  24249,2","   6420,3","   3041,1","  26490,3","  27290,3","  34848,1",
27/03/2023,19,"   100,00","   100,00","  18351,5","  22561,4","   5884,4","   3274,5","  24235,9","  25835,9","  32759,5",
27/03/2023,20,"   127,48","   127,48","  18779,9","  21596,3","   6150,7","   4934,3","  24930,6","  26530,6","  33724,7",
27/03/2023,21,"   187,60","   187,60","  21007,1","  22381,4","   6656,6","   6190,8","  27663,7","  28572,2","  35844,4",
27/03/2023,22,"   163,68","   163,68","  20863,2","  19987,0","   6799,1","   5930,8","  27662,3","  25917,8","  35681,8",
27/03/2023,23,"   142,46","   142,46","  18768,4","  18270,7","   6497,3","   5361,5","  25265,7","  23632,2","  33225,0",
27/03/2023,24,"   132,05","   132,05","  16743,8","  16825,7","   5986,9","   4822,7","  22730,7","  21648,4","  30333,7",
26/03/2023,1,"    45,10","    45,10","  13868,9","  17886,6","   4965,4","   3860,7","  18834,3","  21747,3","  26732,5",
26/03/2023,2,"    35,00","    35,00","  13914,7","  18094,9","   4623,3","   3356,1","  18538,0","  21451,0","  26138,9",
26/03/2023,3,"    29,59","    29,59","  12039,6","  16230,8","   4644,7","   3366,5","  16684,3","  19597,3","  25097,2",
26/03/2023,4,"    32,26","    32,26","  13912,9","  17803,9","   4341,9","   3363,9","  18254,8","  21167,8","  25377,0",
26/03/2023,5,"    30,00","    30,00","  13869,6","  17839,4","   4358,6","   3301,8","  18228,2","  21141,2","  25356,0",
26/03/2023,6,"    32,26","    32,26","  14040,0","  17953,0","   4280,2","   3280,2","  18320,2","  21233,2","  25547,8",
26/03/2023,7,"    27,83","    27,83","  14316,3","  17428,5","   4583,2","   3171,0","  18899,5","  20599,5","  26356,7",
26/03/2023,8,"    28,10","    28,10","  14734,0","  18126,0","   4690,0","   2998,0","  19424,0","  21124,0","  26989,0",
26/03/2023,9,"    18,10","    18,10","  15912,4","  20310,3","   5340,4","   2642,5","  21252,8","  22952,8","  29771,5",
26/03/2023,10,"     4,16","     4,16","  17337,3","  22623,5","   6241,0","   2654,8","  23578,3","  25278,3","  32428,6",
26/03/2023,11,"     0,10","     0,10","  17655,3","  23175,2","   6485,2","   2865,3","  24140,5","  26040,5","  33203,5",
26/03/2023,12,"     0,00","     0,00","  17855,7","  23445,8","   6667,0","   2976,9","  24522,7","  26422,7","  33644,6",
26/03/2023,13,"     0,00","     0,00","  18067,0","  23695,5","   6720,7","   2992,2","  24787,7","  26687,7","  33925,9",
26/03/2023,14,"     0,00","     0,00","  17658,6","  23045,5","   6357,3","   2870,4","  24015,9","  25915,9","  33109,4",
26/03/2023,15,"     0,00","     0,00","  16759,2","  20996,3","   5804,0","   2616,9","  22563,2","  23613,2","  31453,3",
26/03/2023,16,"     0,00","     0,00","  16302,3","  20516,8","   5716,6","   2552,1","  22018,9","  23068,9","  30767,7",
26/03/2023,17,"     0,00","     0,00","  16111,5","  20369,4","   5727,9","   2520,0","  21839,4","  22889,4","  30536,6",
26/03/2023,18,"     0,00","     0,00","  16399,4","  20397,6","   5670,1","   2721,9","  22069,5","  23119,5","  30833,2",
26/03/2023,19,"    11,35","    11,35","  16232,1","  21724,0","   5154,7","   2529,8","  21386,8","  24253,8","  29794,1",
26/03/2023,20,"    74,83","    74,83","  15843,1","  20070,2","   5508,8","   4148,7","  21351,9","  24218,9","  30200,7",
26/03/2023,21,"   104,63","   104,63","  17271,6","  19538,0","   6005,8","   5378,6","  23277,4","  24916,6","  32181,9",
26/03/2023,22,"    99,42","    99,42","  15830,2","  18756,8","   5682,4","   5235,9","  21512,6","  23992,7","  30086,9",
26/03/2023,23,"    82,25","    82,25","  14329,6","  17946,8","   5312,2","   4562,0","  19641,8","  22508,8","  27758,7",
25/03/2023,1,"    49,71","    49,71","  13016,2","  12650,7","   5404,2","   2393,7","  18420,4","  15044,4","  28319,3",
25/03/2023,2,"    48,92","    48,92","  12825,0","  12578,7","   5023,7","   1894,0","  17848,7","  14472,7","  27036,9",
25/03/2023,3,"    49,10","    49,10","  12248,7","  11926,4","   4701,1","   1647,4","  16949,8","  13573,8","  25467,8",
25/03/2023,4,"    57,50","    57,50","  11836,1","  10707,1","   4488,5","   2241,5","  16324,6","  12948,6","  24515,6",
25/03/2023,5,"    54,89","    54,89","  11730,7","  10451,0","   4357,0","   2121,7","  16087,7","  12572,7","  24093,2",
25/03/2023,6,"    57,61","    57,61","  11727,8","  10187,2","   4297,1","   2322,7","  16024,9","  12509,9","  23933,3",
25/03/2023,7,"    55,01","    55,01","  11919,8","  10350,8","   4305,9","   2359,9","  16225,7","  12710,7","  24530,7",
25/03/2023,8,"    68,77","    68,77","  12508,5","  10977,3","   4287,2","   2488,4","  16795,7","  13465,7","  25085,3",
25/03/2023,9,"    49,00","    49,00","  14248,4","  13619,3","   4511,5","   1810,6","  18759,9","  15429,9","  27031,2",
25/03/2023,10,"    32,26","    32,26","  18582,9","  18524,4","   5349,2","   2077,7","  23932,1","  20602,1","  32477,2",
25/03/2023,11,"    20,00","    20,00","  19684,2","  19864,5","   5863,9","   2353,6","  25548,1","  22218,1","  34428,1",
25/03/2023,12,"    24,00","    24,00","  19663,1","  21448,6","   5929,5","   2994,0","  25592,6","  24442,6","  34563,9",
25/03/2023,13,"     2,00","    40,00","  20382,3","  21257,3","   6012,0","   3987,0","  26394,3","  25244,3","  35341,0",
25/03/2023,14,"     1,73","    12,00","  20735,6","  21610,6","   6307,5","   4282,5","  27043,1","  25893,1","  36565,0",
25/03/2023,15,"     0,10","    11,20","  20257,6","  21132,6","   6421,0","   4396,0","  26678,6","  25528,6","  36287,8",
25/03/2023,16,"     0,00","    10,43","  19453,9","  20568,9","   6365,8","   4250,8","  25819,7","  24819,7","  35217,1",
25/03/2023,17,"     1,79","    10,43","  18754,1","  23182,9","   6270,1","   4155,1","  25024,2","  27338,0","  34181,9",
25/03/2023,18,"    10,00","    11,20","  17791,0","  23652,0","   6137,1","   4022,1","  23928,1","  27674,1","  32988,1",
25/03/2023,19,"    44,90","    44,90","  16096,1","  21390,9","   5415,4","   3866,6","  21511,5","  25257,5","  30518,8",
25/03/2023,20,"    55,79","    55,79","  15955,7","  18843,6","   5549,4","   4711,5","  21505,1","  23555,1","  30460,7",
25/03/2023,21,"    77,00","    77,00","  16718,8","  18673,0","   6216,7","   5576,5","  22935,5","  24249,5","  32428,3",
25/03/2023,22,"    69,01","    69,01","  16476,9","  17941,9","   6194,2","   5552,4","  22671,1","  23494,3","  32128,2",
25/03/2023,23,"    58,91","    58,91","  15564,6","  18330,3","   5759,6","   5043,9","  21324,2","  23374,2","  29897,4",
25/03/2023,24,"    48,92","    48,92","  14563,2","  18248,7","   5322,9","   3687,4","  19886,1","  21936,1","  28117,4",
24/03/2023,1,"    56,74","    56,74","  12983,3","  14901,4","   5567,0","   3802,5","  18550,3","  18703,9","  29002,4",
24/03/2023,2,"    46,15","    46,15","  15791,4","  16607,4","   5379,1","   3463,8","  21170,5","  20071,2","  29092,0",
24/03/2023,3,"    43,43","    43,43","  16418,7","  16401,7","   5295,9","   3331,0","  21714,6","  19732,7","  29466,9",
24/03/2023,4,"    42,67","    42,67","  16185,1","  16240,8","   5296,2","   3235,3","  21481,3","  19476,1","  29169,7",
24/03/2023,5,"    38,87","    38,87","  16169,5","  16288,3","   5309,1","   3163,6","  21478,6","  19451,9","  29130,9",
24/03/2023,6,"    44,41","    44,41","  15947,6","  16266,3","   4751,0","   3066,7","  20698,6","  19333,0","  28518,1",
24/03/2023,7,"    66,28","    66,28","  13258,0","  14655,0","   4629,4","   3283,4","  17887,4","  17938,4","  28344,4",
24/03/2023,8,"    84,29","    84,29","  14528,3","  16379,5","   4941,3","   3830,7","  19469,6","  20210,2","  31159,4",
24/03/2023,9,"    82,90","    82,90","  15124,2","  18227,0","   5528,2","   3843,3","  20652,4","  22070,3","  33223,4",
24/03/2023,10,"    63,57","    63,57","  15486,0","  20311,1","   6185,7","   3432,8","  21671,7","  23743,9","  34441,8",
24/03/2023,11,"    44,80","    44,80","  20196,2","  25072,4","   6587,5","   3178,7","  26783,7","  28251,1","  36777,7",
24/03/2023,12,"    32,26","    32,26","  21464,1","  26383,0","   6736,8","   3167,5","  28200,9","  29550,5","  37938,3",
24/03/2023,13,"    29,28","    29,28","  21348,1","  26161,5","   7377,1","   3247,9","  28725,2","  29409,4","  38504,2",
24/03/2023,14,"    20,54","    29,25","  21666,2","  26971,0","   7734,9","   3324,9","  29401,1","  30295,9","  39009,5",
24/03/2023,15,"    12,26","    29,25","  21422,5","  26833,1","   7742,0","   3332,0","  29164,5","  30165,1","  38656,7",
24/03/2023,16,"    11,22","    31,41","  20919,5","  26782,3","   7460,5","   3185,5","  28380,0","  29967,8","  37717,7",
24/03/2023,17,"    29,59","    30,00","  20268,5","  27221,9","   7194,6","   2919,6","  27463,1","  30141,5","  36666,3",
24/03/2023,18,"    44,50","    44,50","  19234,4","  25872,5","   6377,2","   2699,1","  25611,6","  28571,6","  34866,6",
24/03/2023,19,"    79,39","    79,39","  13883,3","  18873,1","   6102,8","   3313,0","  19986,1","  22186,1","  32035,6",
24/03/2023,20,"   116,23","   116,23","  15189,0","  17525,3","   6348,2","   6054,0","  21537,2","  23579,3","  33955,9",
24/03/2023,21,"   112,08","   112,08","  16027,0","  15825,0","   6986,0","   5838,0","  23013,0","  21663,0","  35955,8",
24/03/2023,22,"   113,29","   113,29","  15225,6","  15088,0","   6902,0","   5689,6","  22127,6","  20777,6","  34690,7",
24/03/2023,23,"   105,00","   105,00","  14166,4","  14333,0","   6424,2","   4907,6","  20590,6","  19240,6","  32147,2",
24/03/2023,24,"    99,96","    99,96","  13315,7","  13425,7","   5913,1","   4453,1","  19228,8","  17878,8","  29435,3",
23/03/2023,1,"   100,00","   100,00","  13083,0","  13408,0","   5453,8","   3128,8","  18536,8","  16536,8","  28333,7",
23/03/2023,2,"    87,77","    87,77","  12395,8","  13079,0","   4941,3","   2258,1","  17337,1","  15337,1","  26825,1",
23/03/2023,3,"    79,61","    79,61","  12242,8","  12906,9","   4664,5","   2000,4","  16907,3","  14907,3","  26076,4",
23/03/2023,4,"    79,61","    79,61","  11990,8","  12567,8","   4474,2","   1897,2","  16465,0","  14465,0","  25481,2",
23/03/2023,5,"    80,00","    80,00","  12122,7","  12486,7","   4401,7","   2037,7","  16524,4","  14524,4","  25478,3",
23/03/2023,6,"    91,93","    91,93","  12051,1","  12251,6","   4356,5","   2156,0","  16407,6","  14407,6","  25636,1",
23/03/2023,7,"   102,91","   102,91","  13679,7","  12804,5","   4461,9","   3337,1","  18141,6","  16141,6","  28185,1",
23/03/2023,8,"   112,45","   112,45","  14924,0","  14171,9","   4767,5","   4361,4","  19691,5","  18533,3","  31360,4",
23/03/2023,9,"   109,20","   109,20","  15437,3","  16761,2","   5474,1","   4268,0","  20911,4","  21029,2","  33749,9",
23/03/2023,10,"    87,94","    87,94","  15626,6","  19726,3","   6240,5","   2855,3","  21867,1","  22581,6","  35035,4",
23/03/2023,11,"    59,10","    65,89","  17411,9","  21467,5","   6967,6","   2872,6","  24379,5","  24340,1","  37252,9",
23/03/2023,12,"    47,07","    47,07","  22026,2","  25550,0","   7234,0","   3088,1","  29260,2","  28638,1","  39093,2",
23/03/2023,13,"    42,16","    42,16","  22692,4","  26064,0","   7020,6","   3377,7","  29713,0","  29441,7","  39694,3",
23/03/2023,14,"    42,06","    42,06","  22617,5","  26819,9","   7147,3","   3650,0","  29764,8","  30469,9","  39696,1",
23/03/2023,15,"    54,61","    54,61","  21893,3","  27123,2","   7018,8","   3820,3","  28912,1","  30943,5","  38879,5",
23/03/2023,16,"    57,60","    57,60","  21133,5","  27009,0","   7563,0","   3887,5","  28696,5","  30896,5","  38352,7",
23/03/2023,17,"    58,90","    58,90","  20103,7","  25998,2","   7575,5","   3881,0","  27679,2","  29879,2","  37152,6",
23/03/2023,18,"    65,85","    65,85","  18726,5","  23916,7","   6853,5","   3863,3","  25580,0","  27780,0","  34852,2",
23/03/2023,19,"   102,91","   102,91","  14687,9","  17955,4","   6215,2","   4999,7","  20903,1","  22955,1","  33299,2",
23/03/2023,20,"   115,99","   115,99","  15817,9","  17770,8","   6466,5","   6565,6","  22284,4","  24336,4","  35208,0",
23/03/2023,21,"   122,61","   122,61","  16864,7","  17538,7","   7104,4","   6843,8","  23969,1","  24382,5","  37541,7",
23/03/2023,22,"   113,05","   113,05","  16187,6","  15554,3","   6979,7","   6113,0","  23167,3","  21667,3","  36348,7",
23/03/2023,23,"   103,56","   103,56","  14761,5","  14671,7","   6575,4","   5165,2","  21336,9","  19836,9","  33480,6",
23/03/2023,24,"    95,23","    95,23","  13529,2","  13834,3","   6093,1","   4288,0","  19622,3","  18122,3","  30574,4",
22/03/2023,1,"   109,00","   109,00","  13066,0","  12760,3","   5438,7","   3744,4","  18504,7","  16504,7","  28672,2",
22/03/2023,2,"   100,00","   100,00","  12590,7","  13003,4","   4964,5","   2551,8","  17555,2","  15555,2","  27023,9",
22/03/2023,3,"   105,00","   105,00","  12521,8","  12436,7","   4624,5","   2709,6","  17146,3","  15146,3","  25799,1",
22/03/2023,4,"   112,38","   112,38","  12178,0","  11005,8","   4431,8","   3604,0","  16609,8","  14609,8","  25152,8",
22/03/2023,5,"   113,06","   113,06","  12218,1","  10953,2","   4363,1","   3628,0","  16581,2","  14581,2","  25085,2",
22/03/2023,6,"   116,70","   116,70","  12615,9","  11032,3","   4348,3","   3931,9","  16964,2","  14964,2","  25608,8",
22/03/2023,7,"   118,78","   118,78","  13462,5","  11634,5","   4465,4","   4293,4","  17927,9","  15927,9","  28329,8",
22/03/2023,8,"   124,80","   124,80","  15036,2","  13111,5","   4824,1","   4748,8","  19860,3","  17860,3","  31426,0",
22/03/2023,9,"   121,00","   121,00","  16949,4","  15596,5","   5511,6","   4864,5","  22461,0","  20461,0","  33823,9",
22/03/2023,10,"   100,00","   100,00","  17149,7","  18599,1","   6205,3","   2755,9","  23355,0","  21355,0","  35052,8",
22/03/2023,11,"    72,28","    72,28","  17589,2","  20701,7","   6706,2","   2458,5","  24295,4","  23160,2","  36101,7",
22/03/2023,12,"    69,01","    69,01","  17671,4","  21763,0","   6895,3","   2564,6","  24566,7","  24327,6","  36587,3",
22/03/2023,13,"    60,69","    60,69","  18578,5","  22376,7","   7046,3","   2713,9","  25624,8","  25090,6","  37868,6",
22/03/2023,14,"    59,10","    59,10","  18665,1","  22773,3","   7105,1","   2880,1","  25770,2","  25653,4","  38234,7",
22/03/2023,15,"    66,80","    66,80","  17327,2","  22993,5","   7013,1","   3078,2","  24340,3","  26071,7","  36878,1",
22/03/2023,16,"    68,50","    68,50","  16049,1","  22974,0","   7357,9","   3208,0","  23407,0","  26182,0","  35841,1",
22/03/2023,17,"    69,01","    69,01","  15146,1","  22162,6","   7335,2","   3093,7","  22481,3","  25256,3","  34662,7",
22/03/2023,18,"    99,88","    99,88","  14986,1","  20489,3","   6112,7","   3384,5","  21098,8","  23873,8","  32900,6",
